node_id,metric_result
2032,"[0.62870616 1.21276884 1.36846231 1.41517774 1.43443188 1.44433081
 1.45020701 1.45405073 1.45674348 1.45872765 1.46024709 1.4614463
 1.46241599 1.46321582 1.46388652 1.46445687 1.4649477  1.46537448
 1.46574895 1.46608012 1.46637507 1.46663943 1.46687769 1.46709354
 1.46729   ]"
2033,"[0.76464251 1.28938964 1.40330622 1.43664864 1.45029014 1.45727518
 1.46141058 1.46411054 1.46599941 1.46738975 1.46845354 1.46929253
 1.46997053 1.47052946 1.47099794 1.47139615 1.47173872 1.47203648
 1.47229765 1.47252856 1.47273416 1.47291838 1.47308439 1.47323474
 1.47337155]"
2034,"[0.8546158  1.35052323 1.5373619  1.59183869 1.61337501 1.62367411
 1.62924137 1.63251432 1.63455803 1.63589249 1.63679378 1.63741833
 1.63785958 1.63817574 1.63840443 1.63857067 1.63869154 1.63877898
 1.63884146 1.63888514 1.63891451 1.63893293 1.63894293 1.63894642
 1.63894488]"
2035,"[0.52518264 1.17866581 1.30941183 1.34877057 1.36620491 1.37587208
 1.38198987 1.38620404 1.38928189 1.39162789 1.39347514 1.39496732
 1.39619778 1.3972298  1.3981078  1.39886384 1.39952169 1.4000993
 1.40061051 1.40106614 1.4014748  1.40184337 1.4021775  1.40248178
 1.40276005]"
2036,"[0.32535221 1.28334585 1.43946247 1.48376045 1.50280639 1.51276078
 1.51864612 1.52243582 1.52503343 1.52690077 1.52829433 1.52936617
 1.53021124 1.53089147 1.5314487  1.5319121  1.53230254 1.53263527
 1.53292169 1.53317045 1.53338824 1.53358028 1.53375071 1.53390285
 1.5340394 ]"
2037,"[1.06684468 1.68885735 1.77579014 1.77836902 1.76917338 1.75959401
 1.7514002  1.7446399  1.73906905 1.73443906 1.73054825 1.72724174
 1.72440201 1.72193956 1.71978558 1.71788659 1.71620054 1.71469397
 1.71333999 1.71211677 1.71100639 1.70999405 1.70906739 1.70821605
 1.70743125]"
2038,"[0.5109522  1.3215912  1.51185523 1.57514648 1.60360084 1.61906336
 1.62856565 1.63491957 1.63943481 1.64279324 1.64538109 1.64743198
 1.64909483 1.65046876 1.65162208 1.65260338 1.65344805 1.65418248
 1.65482674 1.65539632 1.6559034  1.65635765 1.65676687 1.65713738
 1.65747439]"
2039,"[0.57626381 1.23308911 1.34797263 1.38083412 1.39538653 1.40347022
 1.40858679 1.41210844 1.41467738 1.41663287 1.41817061 1.41941124
 1.42043309 1.42128925 1.42201694 1.42264302 1.42318735 1.42366494
 1.42408735 1.42446361 1.42480089 1.42510494 1.42538044 1.42563123
 1.42586048]"
2040,"[0.8209489  1.3945892  1.49122371 1.5283468  1.54762185 1.55919943
 1.56682873 1.57219422 1.57615394 1.57918648 1.58157797 1.58350915
 1.58509939 1.58643047 1.58756022 1.58853059 1.58937274 1.59011027
 1.59076136 1.59134024 1.59185819 1.59232429 1.59274589 1.59312904
 1.59347874]"
2041,"[0.77466531 1.286685   1.41527462 1.45984538 1.48128234 1.49362395
 1.5015585  1.50705392 1.51106913 1.51412325 1.51652018 1.518449
 1.52003318 1.52135661 1.52247819 1.52344042 1.52427476 1.52500492
 1.52564914 1.52622165 1.52673372 1.52719439 1.527611   1.52798953
 1.52833496]"
2042,"[0.64985963 1.02683715 1.13937639 1.17512089 1.19213451 1.20217244
 1.20883699 1.21360017 1.21718068 1.21997331 1.22221377 1.22405185
 1.22558741 1.22688971 1.22800829 1.22897955 1.22983086 1.23058319
 1.23125287 1.23185284 1.23239345 1.23288311 1.23332871 1.23373594
 1.23410955]"
2043,"[0.8569292  1.23398724 1.29522233 1.31622695 1.32629059 1.33178347
 1.33508698 1.33722824 1.33869892 1.33975599 1.34054392 1.34114888
 1.34162489 1.34200723 1.34231976 1.3425791  1.34279713 1.34298256
 1.34314186 1.34327994 1.3434006  1.34350681 1.34360089 1.34368474
 1.34375988]"
2044,"[0.90807141 1.28368998 1.3400029  1.35186284 1.35635385 1.35882064
 1.36044652 1.361623   1.36252216 1.36323476 1.36381459 1.36429608
 1.3647025  1.36505023 1.36535116 1.36561416 1.36584598 1.36605186
 1.36623591 1.36640144 1.36655111 1.36668708 1.36681116 1.36692483
 1.36702935]"
2045,"[0.90349328 1.40336492 1.44628477 1.43920632 1.43204957 1.42737645
 1.42434086 1.42228408 1.42082703 1.41975374 1.41893675 1.41829759
 1.41778593 1.4173683  1.41702174 1.41673003 1.41648144 1.41626729
 1.41608106 1.41591774 1.41577343 1.41564505 1.41553015 1.41542676
 1.41533325]"
2046,"[0.94111065 0.93154139 1.12005872 1.19120961 1.22447014 1.24318008
 1.25503507 1.26317386 1.26908937 1.27357524 1.27708999 1.2799161
 1.28223675 1.28417571 1.28581959 1.28723069 1.28845502 1.28952723
 1.29047393 1.29131587 1.2920695  1.29274797 1.29336198 1.29392028
 1.29443011]"
2047,"[0.64478718 1.16819562 1.34879643 1.41331985 1.4450979  1.46391616
 1.47634086 1.48514869 1.49171377 1.49679344 1.50083914 1.50413655
 1.50687516 1.50918559 1.51116076 1.51286855 1.51435972 1.51567295
 1.51683825 1.51787924 1.51881479 1.51966012 1.52042766 1.52112767
 1.52176867]"
2048,"[0.87587561 1.4577141  1.58999282 1.61959226 1.62653972 1.62734629
 1.62631368 1.62476755 1.6231561  1.6216329  1.62024426 1.61899602
 1.61787919 1.61688013 1.61598462 1.61517948 1.61445302 1.61379513
 1.61319712 1.61265158 1.61215219 1.61169354 1.61127099 1.61088055
 1.61051879]"
2049,"[0.75725641 1.44066735 1.5184834  1.53155095 1.53780938 1.54302857
 1.5476323  1.55163109 1.55507048 1.55802422 1.56056908 1.56277375
 1.56469596 1.56638298 1.56787315 1.56919752 1.5703813  1.57144506
 1.57240571 1.57327721 1.57407117 1.57479733 1.57546387 1.57607776
 1.57664491]"
2050,"[0.74046353 1.28083765 1.4136473  1.45778505 1.4789198  1.49137827
 1.49964106 1.50554153 1.50997373 1.51342829 1.51619799 1.51846882
 1.52036477 1.52197178 1.52335133 1.52454856 1.52559742 1.5265239
 1.52734825 1.52808648 1.52875142 1.52935348 1.52990116 1.53040153
 1.53086045]"
2051,"[1.01038003 1.3294908  1.40743277 1.44736035 1.47334146 1.49135101
 1.50441048 1.51424591 1.52188986 1.52798699 1.5329563  1.53708023
 1.54055528 1.54352203 1.54608354 1.54831697 1.55028119 1.55202183
 1.55357485 1.5549689  1.5562271  1.55736832 1.5584081  1.55935936
 1.5602329 ]"
2052,"[0.64077676 1.09818066 1.25665601 1.31062943 1.33459734 1.3475651
 1.3555513  1.36092012 1.36476091 1.3676379  1.36987024 1.37165113
 1.37310408 1.37431152 1.37533053 1.37620184 1.37695527 1.37761314
 1.3781925  1.37870657 1.37916576 1.37957841 1.37995123 1.38028972
 1.38059839]"
2053,"[1.12873193 1.45520733 1.50034298 1.51284189 1.51874276 1.52202774
 1.52402507 1.525318   1.52619619 1.52681589 1.52726694 1.52760374
 1.52786066 1.52806024 1.5282177  1.5283436  1.52844545 1.5285287
 1.52859735 1.52865442 1.52870219 1.52874243 1.52877653 1.52880555
 1.52883038]"
2054,"[0.29099512 1.12220237 1.28899683 1.3263734  1.33690702 1.3403886
 1.34160931 1.34199901 1.34205692 1.34197813 1.34184507 1.34169436
 1.34154257 1.34139711 1.34126097 1.34113506 1.34101927 1.34091303
 1.3408156  1.34072617 1.34064396 1.34056825 1.34049838 1.34043377
 1.34037388]"
2055,"[0.90369996 1.39525118 1.50488629 1.54408549 1.56622629 1.58037546
 1.59007063 1.59707254 1.60234202 1.60643974 1.60971164 1.61238138
 1.6145994  1.61647035 1.61806911 1.61945064 1.6206561  1.62171696
 1.62265761 1.62349731 1.62425141 1.62493231 1.62555013 1.62611324
 1.62662856]"
2056,"[0.95062939 1.39117507 1.45305255 1.45648426 1.45366456 1.45099505
 1.44903428 1.44763312 1.44661759 1.44586427 1.44529194 1.4448474
 1.44449523 1.4442113  1.44397884 1.4437859  1.44362382 1.44348618
 1.44336818 1.44326614 1.4431772  1.44309913 1.44303017 1.44296889
 1.44291414]"
2057,"[0.93752625 1.36534914 1.41620076 1.41501732 1.41134771 1.40866497
 1.40685572 1.40561834 1.40474633 1.40411272 1.40363939 1.4032771
 1.40299389 1.40276841 1.40258598 1.40243629 1.40231194 1.40220748
 1.40211888 1.40204304 1.40197762 1.40192077 1.40187104 1.40182728
 1.40178856]"
2058,"[0.44255957 1.00870119 1.14552482 1.19707207 1.22341455 1.23926344
 1.24980602 1.25731031 1.26291824 1.26726522 1.27073215 1.27356095
 1.27591254 1.27789802 1.27959655 1.28106605 1.28234983 1.28348098
 1.28448514 1.28538255 1.28618934 1.28691858 1.28758093 1.28818517
 1.28873863]"
2059,"[0.39995572 0.92862503 1.13835433 1.2065573  1.23634212 1.25238646
 1.26229854 1.26900689 1.27384447 1.27749784 1.28035488 1.28265085
 1.28453662 1.28611336 1.28745148 1.28860146 1.28960047 1.29047647
 1.2912509  1.29194051 1.29255852 1.29311557 1.29362025 1.29407963
 1.29449957]"
2060,"[1.12632212 1.46474338 1.56249165 1.59525699 1.6083467  1.61443502
 1.61758867 1.61934712 1.62037739 1.62100009 1.62138218 1.62161628
 1.62175641 1.62183542 1.62187395 1.62188532 1.62187838 1.62185907
 1.62183147 1.62179841 1.62176186 1.62172324 1.62168352 1.62164341
 1.62160342]"
2061,"[0.45532126 0.91526155 1.07638874 1.13629767 1.1663262  1.18408221
 1.19572192 1.20390651 1.20996043 1.21461256 1.21829546 1.22128134
 1.22374973 1.22582369 1.22759029 1.22911281 1.23043838 1.23160274
 1.2326335  1.23355235 1.23437651 1.23511987 1.23579372 1.23640735
 1.23696848]"
2062,"[0.32383828 0.7100327  0.63120847 0.55735517 0.53626542 0.53501016
 0.53809509 0.54158439 0.54465573 0.54721688 0.54933355 0.55109145
 0.55256505 0.55381323 0.55488132 0.55580408 0.55660831 0.55731484
 0.55794005 0.55849693 0.55899591 0.55944544 0.55985242 0.56022255
 0.56056055]"
2063,"[0.50703936 0.67862692 0.83895451 0.90178758 0.93065429 0.94684881
 0.95714452 0.96425003 0.9694434  0.97340272 0.97652015 0.97903795
 0.98111369 0.98285426 0.9843347  0.98560923 0.98671797 0.98769128
 0.98855253 0.98932001 0.99000824 0.99062888 0.99119142 0.99170366
 0.99217204]"
2064,"[0.66337439 0.68489974 0.86468521 0.93983434 0.97944224 1.00375949
 1.02016595 1.03196503 1.0408509  1.04778008 1.05333273 1.05788079
 1.06167359 1.0648844  1.06763736 1.07002369 1.07211195 1.07395461
 1.07559252 1.07705798 1.07837683 1.07956999 1.0806546  1.08164481
 1.08255243]"
2065,"[0.82693428 0.93535371 1.08123319 1.1334788  1.15954118 1.17508261
 1.18537847 1.19268945 1.19814339 1.20236498 1.20572774 1.2084685
 1.21074459 1.21266453 1.21430559 1.21572423 1.21696268 1.21805313
 1.21902055 1.21988461 1.22066099 1.22136238 1.22199912 1.22257973
 1.22311132]"
2066,"[0.91522857 1.44147282 1.51518724 1.53739722 1.54959635 1.55757662
 1.56321196 1.56739369 1.57061349 1.57316548 1.57523597 1.57694839
 1.57838761 1.57961379 1.58067073 1.58159106 1.58239954 1.58311534
 1.58375347 1.58432589 1.58484223 1.58531033 1.58573662 1.58612647
 1.58648435]"
2067,"[0.03406283 0.44760723 0.61110889 0.66917578 0.69577216 0.71065156
 0.72010559 0.72663581 0.73141613 0.73506719 0.7379473  0.74027764
 0.74220214 0.74381846 0.74519524 0.74638213 0.74741592 0.74832448
 0.74912928 0.74984716 0.75049149 0.75107302 0.75160053 0.75208121
 0.75252103]"
2068,"[1.04766299 1.27280806 1.34597311 1.38059816 1.39774491 1.40750684
 1.41369006 1.41791692 1.42097237 1.42327635 1.42507179 1.42650817
 1.42768216 1.4286589  1.42948376 1.43018932 1.43079949 1.43133226
 1.43180138 1.43221753 1.43258916 1.43292302 1.43322455 1.4334982
 1.43374767]"
2069,"[0.44399228 0.7123238  0.90662029 0.98751456 1.0299782  1.05580911
 1.07307773 1.0853978  1.09461335 1.10175863 1.10745676 1.11210468
 1.11596694 1.11922642 1.12201351 1.12442364 1.12652823 1.12838175
 1.1300265  1.13149579 1.13281623 1.13400929 1.13509254 1.13608044
 1.13698504]"
2070,"[0.5741268  0.92191027 1.09554341 1.16269272 1.1962815  1.21607317
 1.22901527 1.23810091 1.2448142  1.24996939 1.25404861 1.25735476
 1.26008732 1.26238291 1.2643381  1.26602307 1.26749001 1.26877853
 1.26991921 1.27093605 1.27184811 1.27267077 1.27341652 1.27409565
 1.27471669]"
2071,"[0.88806952 1.40736193 1.50252045 1.51365436 1.5114993  1.50775414
 1.50438863 1.50163861 1.49942421 1.49763    1.49615854 1.49493572
 1.49390649 1.49302999 1.49227563 1.49162017 1.49104579 1.4905386
 1.49008764 1.4896842  1.48932123 1.48899299 1.4886948  1.48842272
 1.48817352]"
2072,"[0.80190297 1.45877682 1.54030586 1.53952067 1.53060918 1.52236954
 1.51571425 1.51042699 1.50619009 1.50274501 1.49990087 1.49751923
 1.49549917 1.49376613 1.49226421 1.49095083 1.48979309 1.48876522
 1.48784674 1.48702126 1.48627544 1.48559838 1.48498104 1.48441591
 1.48389668]"
2073,"[0.51087926 1.42970626 1.62887051 1.67748181 1.69173319 1.69601022
 1.6968696  1.69645319 1.69556034 1.69451569 1.69345686 1.69244195
 1.69149353 1.69061789 1.68981387 1.68907706 1.68840187 1.68778246
 1.68721325 1.68668911 1.68620538 1.68575793 1.68534308 1.6849576
 1.68459861]"
2074,"[0.95302078 1.232213   1.26115683 1.27184925 1.27889135 1.28356564
 1.28677206 1.28906442 1.29076669 1.29207226 1.29310099 1.29393011
 1.29461118 1.29517976 1.29566106 1.29607337 1.29643031 1.29674216
 1.29701684 1.29726054 1.29747816 1.29767362 1.29785011 1.29801025
 1.29815617]"
2075,"[0.67727858 1.35726433 1.49287088 1.52601618 1.53651049 1.54018394
 1.54137034 1.5415457  1.54128966 1.54085239 1.54034864 1.53983274
 1.53933047 1.5388535  1.53840641 1.53799016 1.5376039  1.5372459
 1.53691411 1.53660638 1.53632062 1.53605488 1.53580734 1.53557637
 1.53536048]"
2076,"[1.03539998 1.36710801 1.41543336 1.43441869 1.44854435 1.45931847
 1.46754927 1.47393622 1.47899252 1.48307494 1.48643037 1.48923201
 1.49160363 1.49363549 1.4953947  1.49693202 1.49828651 1.49948867
 1.50056262 1.5015277  1.50239955 1.503191   1.50391261 1.5045732
 1.50518016]"
2077,"[1.08661632 1.42988678 1.47717319 1.4845735  1.48581757 1.48577173
 1.48542849 1.48503932 1.4846731  1.48434644 1.48405993 1.48380954
 1.48359029 1.48339748 1.48322705 1.48307559 1.48294027 1.48281874
 1.48270909 1.48260969 1.48251922 1.48243654 1.48236071 1.48229093
 1.48222652]"
2078,"[0.07173071 0.92665113 1.21586477 1.31479235 1.36171155 1.38878149
 1.40635068 1.41866356 1.42776888 1.43477436 1.44033076 1.44484525
 1.44858562 1.45173516 1.45442356 1.45674514 1.45877016 1.460552
 1.46213199 1.46354256 1.46480958 1.46595389 1.46699249 1.46793938
 1.46880619]"
2079,"[0.1199829  1.15531871 1.46407913 1.58274608 1.63999132 1.67260638
 1.69339757 1.70772087 1.71815545 1.72608169 1.73230039 1.73730628
 1.74142077 1.74486142 1.74778059 1.75028807 1.75246496 1.75437241
 1.75605741 1.75755665 1.75889918 1.7601083  1.76120293 1.76219857
 1.76310805]"
2080,"[0.85467816 1.30555734 1.4350123  1.48536264 1.51059018 1.52543399
 1.53512241 1.54191209 1.54692137 1.55076315 1.55379979 1.55625867
 1.55828934 1.55999409 1.56144518 1.56269505 1.56378267 1.5647376
 1.56558265 1.56633568 1.56701092 1.5676198  1.5681716  1.56867399
 1.56913331]"
2081,"[0.8115483  1.15262804 1.29871902 1.34714864 1.36866954 1.3803992
 1.38768532 1.39262412 1.39618377 1.3988679  1.40096278 1.40264264
 1.4040194  1.40516817 1.40614116 1.40697581 1.40769964 1.40833334
 1.40889275 1.4093902  1.40983544 1.41023628 1.41059904 1.41092891
 1.41123017]"
2082,"[0.75310729 1.38390161 1.48123956 1.5119495  1.52665252 1.53514445
 1.54061374 1.54440283 1.54716962 1.54927179 1.55091938 1.55224325
 1.55332896 1.55423464 1.55500108 1.55565775 1.55622639 1.55672342
 1.55716145 1.55755028 1.55789772 1.55820997 1.55849209 1.5587482
 1.55898173]"
2083,"[0.46469886 1.29018876 1.4648467  1.50758014 1.52197323 1.5277879
 1.53036122 1.53152459 1.53201562 1.53216657 1.53213971 1.53201915
 1.53185044 1.53165896 1.53145916 1.53125928 1.531064   1.53087586
 1.53069616 1.53052541 1.53036369 1.53021081 1.5300664  1.52993004
 1.52980127]"
2084,"[0.82915706 1.31131615 1.41465973 1.44267344 1.45401803 1.45988882
 1.46340435 1.46571813 1.46734461 1.46854466 1.46946349 1.47018788
 1.47077263 1.47125394 1.47165663 1.47199825 1.47229153 1.47254592
 1.4727686  1.47296509 1.47313969 1.47329585 1.47343631 1.4735633
 1.47367866]"
2085,"[0.63537634 1.50166245 1.58071942 1.5674359  1.55009654 1.53625442
 1.52573113 1.51766169 1.51134982 1.50630899 1.50220564 1.49880859
 1.49595451 1.49352558 1.4914351  1.48961802 1.48802473 1.48661679
 1.48536397 1.48424223 1.4832322  1.48231812 1.48148703 1.4807282
 1.48003265]"
2086,"[0.35973507 1.20564395 1.39106051 1.43519475 1.44766136 1.45130391
 1.45205545 1.45177646 1.45113241 1.45038196 1.44962957 1.44891668
 1.44825775 1.44765545 1.4471074  1.44660929 1.4461562  1.44574334
 1.44536626 1.44502098 1.44470394 1.44441206 1.44414262 1.44389324
 1.44366187]"
2087,"[1.30385442 1.47424764 1.52679692 1.54844188 1.55918742 1.5652007
 1.5688828  1.57129825 1.57296977 1.57417644 1.57507774 1.57577007
 1.57631443 1.57675098 1.57710704 1.57740171 1.57764872 1.57785811
 1.57803738 1.57819223 1.57832706 1.5784453  1.57854967 1.57864234
 1.57872507]"
2088,"[1.3233875  1.63745904 1.69288544 1.68291299 1.66916683 1.65793938
 1.64928721 1.64260156 1.63735254 1.63315578 1.62974141 1.62691939
 1.62455395 1.6225464  1.62082373 1.61933101 1.61802624 1.61687685
 1.61585724 1.61494704 1.61412987 1.61339239 1.61272369 1.61211471
 1.61155792]"
2089,"[0.69519988 1.24650079 1.36631766 1.41495649 1.44171429 1.45851404
 1.46999451 1.47832075 1.48462955 1.48957226 1.49354796 1.49681447
 1.49954563 1.50186287 1.5038535  1.50558195 1.50709675 1.50843518
 1.5096263  1.51069315 1.51165421 1.51252444 1.51331614 1.51403948
 1.51470293]"
2090,"[0.83839686 1.40389458 1.4464813  1.43041739 1.41579658 1.40598497
 1.39947581 1.39501788 1.39184846 1.38951584 1.38774659 1.38636956
 1.38527387 1.38438537 1.38365302 1.38304072 1.3825224  1.3820788
 1.38169546 1.38136131 1.38106779 1.38080815 1.38057703 1.38037012
 1.38018392]"
2091,"[0.58254767 1.36078971 1.41278357 1.39868708 1.38571048 1.37674192
 1.37057335 1.36619426 1.36297494 1.36053224 1.35862768 1.35710792
 1.35587106 1.35484731 1.35398755 1.35325634 1.35262757 1.3520816
 1.35160344 1.35118145 1.35080646 1.35047118 1.35016972 1.34989729
 1.34964994]"
2092,"[0.45481142 1.29435026 1.55656499 1.65217941 1.69600409 1.71957401
 1.73375584 1.74300958 1.74942451 1.75408349 1.75759385 1.76031835
 1.76248506 1.76424355 1.76569548 1.76691206 1.76794449 1.76883042
 1.7695981  1.77026908 1.77086007 1.77138422 1.77185199 1.77227181
 1.77265051]"
2093,"[0.69626391 1.2996979  1.43725796 1.46700394 1.47291029 1.47264271
 1.47071591 1.4684574  1.46628008 1.46430311 1.46254579 1.46099392
 1.45962377 1.45841082 1.45733276 1.45637028 1.45550701 1.45472921
 1.45402534 1.45338575 1.45280229 1.45226808 1.4517773  1.45132496
 1.45090681]"
2094,"[0.69001157 0.81883148 1.18660558 1.37849883 1.47705255 1.53545588
 1.57366127 1.60045297 1.6202211  1.63538044 1.64736111 1.65706093
 1.66507062 1.67179415 1.67751682 1.68244571 1.68673463 1.69050021
 1.69383245 1.69680187 1.69946452 1.7018655  1.70404149 1.70602263
 1.70783394]"
2095,"[0.62288116 1.21225162 1.31674245 1.3494588  1.36376163 1.37138971
 1.37600979 1.3790617  1.38120763 1.38278893 1.38399727 1.38494774
 1.38571318 1.38634173 1.38686642 1.38731055 1.38769106 1.38802047
 1.38830828 1.38856179 1.38878671 1.38898755 1.38916793 1.3893308
 1.38947856]"
2096,"[0.76644894 1.2698126  1.39707499 1.44261881 1.46416912 1.47630923
 1.48395926 1.48916588 1.49291314 1.49572645 1.49790939 1.49964852
 1.50106433 1.50223781 1.50322531 1.50406716 1.50479291 1.50542472
 1.50597951 1.50647038 1.50690766 1.50729958 1.50765278 1.50797268
 1.50826374]"
2097,"[0.49606942 1.03147218 1.11086046 1.1418586  1.15902493 1.16976685
 1.17705251 1.18229233 1.18623084 1.18929412 1.19174216 1.193742
 1.19540561 1.19681074 1.19801298 1.19905314 1.19996178 1.20076228
 1.20147281 1.20210768 1.20267833 1.20319402 1.2036623  1.20408941
 1.20448054]"
2098,"[0.66971694 0.98821534 1.00103376 0.98490861 0.97495006 0.9694351
 0.96621844 0.96421624 0.96289667 0.96198485 0.96132984 0.96084396
 0.96047375 0.96018521 0.95995594 0.9597707  0.95961885 0.95949277
 0.95938691 0.95929712 0.95922029 0.959154   0.9590964  0.959046
 0.95900165]"
2099,"[0.66127923 1.28477848 1.4279833  1.46829221 1.48451104 1.49253761
 1.49705834 1.49983922 1.50166283 1.50291816 1.50381582 1.5044777
 1.50497818 1.50536467 1.50566852 1.5059111  1.50610734 1.50626796
 1.50640077 1.5065116  1.50660483 1.50668383 1.50675121 1.50680902
 1.5068589 ]"
2100,"[0.59412793 0.93651879 0.98504645 1.01742916 1.03948086 1.05469051
 1.06561386 1.07377469 1.08007861 1.0850838  1.08914884 1.09251307
 1.09534179 1.0977525  1.09983091 1.10164094 1.10323117 1.10463918
 1.10589449 1.10702057 1.10803634 1.10895722 1.10979587 1.11056282
 1.11126686]"
2101,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]"
2102,"[0.89383201 1.36499005 1.53118654 1.59084294 1.61752551 1.63206412
 1.64108193 1.64718519 1.65157829 1.65488729 1.65746765 1.65953542
 1.66122924 1.66264197 1.66383818 1.66486407 1.66575359 1.66653223
 1.66721952 1.66783065 1.66837761 1.66887001 1.66931563 1.66972084
 1.6700909 ]"
2103,"[1.13067103 1.5973552  1.68296834 1.68068733 1.66850724 1.65771636
 1.64939136 1.64308575 1.6382634  1.63451201 1.63154001 1.62914425
 1.62718213 1.6255521  1.62418062 1.62301354 1.62201027 1.62113996
 1.62037883 1.61970826 1.61911355 1.61858291 1.61810685 1.61767758
 1.61728873]"
2104,"[1.28150256 1.67567533 1.72316558 1.71530354 1.70441692 1.69582015
 1.68938414 1.68451831 1.6807586  1.67778725 1.67539008 1.67342079
 1.67177732 1.67038685 1.6691963  1.6681662  1.66726666 1.66647468
 1.6657723  1.6651453  1.66458229 1.66407404 1.663613   1.66319294
 1.66280867]"
2105,"[0.574186   1.47946127 1.60883541 1.63432267 1.64166438 1.64417385
 1.64505378 1.64530112 1.64528312 1.64515137 1.64497339 1.64478071
 1.64458836 1.64440336 1.64422879 1.64406569 1.64391409 1.64377349
 1.64364319 1.64352239 1.64341029 1.64330612 1.64320918 1.64311881
 1.64303441]"
2106,"[1.05267754 1.49742785 1.5644336  1.59074663 1.60436396 1.61244496
 1.61772206 1.62141316 1.6241294  1.62620719 1.62784559 1.62916936
 1.63026048 1.63117488 1.63195202 1.63262047 1.63320142 1.63371093
 1.63416135 1.63456236 1.63492163 1.63524535 1.63553853 1.63580527
 1.636049  ]"
2107,"[0.74994814 1.27852226 1.37362617 1.39609895 1.40383755 1.40740859
 1.40938848 1.41062174 1.41145281 1.41204538 1.41248625 1.41282531
 1.41309311 1.41330928 1.41348701 1.41363539 1.41376094 1.4138684
 1.4139613  1.41404234 1.4141136  1.41417669 1.41423292 1.41428331
 1.41432872]"
2108,"[1.05992811 1.54750551 1.59292195 1.57483641 1.5580367  1.54687182
 1.53959245 1.53470126 1.53128859 1.52882143 1.52698121 1.52557118
 1.5244655  1.52358107 1.52286132 1.52226675 1.52176909 1.52134769
 1.52098717 1.52067591 1.52040494 1.5201673  1.51995748 1.5197711
 1.51960461]"
2109,"[1.12754172 1.47576998 1.53317546 1.52622317 1.51684698 1.51046653
 1.50631751 1.50354015 1.50160476 1.50020377 1.49915534 1.49834818
 1.4977116  1.49719912 1.4967792  1.49642984 1.4961353  1.49588407
 1.49566758 1.49547932 1.49531427 1.49516852 1.49503896 1.49492311
 1.49481896]"
2110,"[0.93529432 1.56891677 1.6664424  1.66099305 1.6428364  1.62599256
 1.61214033 1.60094526 1.59184257 1.58435084 1.57810335 1.57282762
 1.568321   1.56443134 1.56104294 1.55806664 1.55543281 1.55308642
 1.55098345 1.54908833 1.54737201 1.54581055 1.54438409 1.54307598
 1.54187218]"
2111,"[0.72741371 1.23597275 1.35434876 1.38806341 1.4016751  1.40858475
 1.41264081 1.41526542 1.41708501 1.4184125  1.41941956 1.42020746
 1.42083938 1.42135669 1.42178746 1.42215141 1.42246274 1.42273194
 1.42296692 1.42317374 1.42335711 1.42352076 1.42366769 1.42380031
 1.42392058]"
2112,"[0.96915331 1.40388045 1.43047034 1.42081195 1.41286939 1.40771149
 1.40430791 1.4019601  1.40026937 1.39900605 1.39803256 1.3972629
 1.39664113 1.39612961 1.39570218 1.3953402  1.39503005 1.39476158
 1.3945271  1.39432064 1.39413757 1.39397419 1.39382753 1.39369519
 1.3935752 ]"
2113,"[0.899732   1.22989951 1.2729459  1.28862537 1.29517051 1.29836405
 1.30013378 1.30121168 1.30191636 1.30240275 1.30275314 1.30301439
 1.30321475 1.30337208 1.30349809 1.30360076 1.30368564 1.30375674
 1.30381695 1.30386847 1.30391294 1.30395164 1.30398556 1.30401549
 1.30404205]"
2114,"[0.46121606 1.18839026 1.3755515  1.44090483 1.47099637 1.48761188
 1.49793705 1.50489576 1.50986882 1.51358311 1.51645396 1.51873438
 1.52058659 1.52211902 1.52340675 1.52450327 1.52544772 1.52626932
 1.52699031 1.52762793 1.5281957  1.5287044  1.52916273 1.52957775
 1.52995527]"
2115,"[0.21844645 1.16832566 1.37412175 1.44025131 1.46998053 1.48624729
 1.49631322 1.50308227 1.50791375 1.51151961 1.51430537 1.51651757
 1.51831404 1.51980019 1.52104895 1.52211226 1.52302809 1.52382479
 1.52452394 1.52514225 1.52569285 1.52618618 1.52663067 1.52703317
 1.52739931]"
2116,"[0.51977621 1.15830796 1.34052812 1.40723944 1.44008844 1.4593638
 1.47196538 1.48082244 1.48737774 1.49242058 1.49641785 1.49966289
 1.50234903 1.50460877 1.50653589 1.50819862 1.50964775 1.51092188
 1.51205084 1.51305807 1.51396222 1.51477832 1.51551862 1.51619319
 1.51681042]"
2117,"[1.05354158 1.46500974 1.50964221 1.52134172 1.5279629  1.53241749
 1.53560197 1.53797245 1.53979487 1.54123378 1.54239549 1.54335118
 1.54415005 1.54482707 1.54540768 1.54591079 1.54635074 1.54673857
 1.54708292 1.54739064 1.54766721 1.54791711 1.54814396 1.54835081
 1.54854016]"
2118,"[0.51162926 1.34528533 1.46257932 1.48196472 1.48493776 1.48438539
 1.48305931 1.48166072 1.48037498 1.47924003 1.47825004 1.47738749
 1.47663358 1.47597132 1.47538632 1.47486662 1.47440238 1.47398551
 1.47360934 1.47326835 1.47295793 1.47267423 1.47241399 1.47217447
 1.47195333]"
